City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
374,Georgetown,MY,78.8,few clouds,5.41,100.34,Cititel Penang
375,Avarua,CK,80.6,overcast clouds,-21.21,-159.78,Paradise Inn
376,Cidreira,BR,72.86,clear sky,-30.18,-50.21,Hotel Castelo
377,Puerto Ayora,EC,84.2,broken clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
380,Namibe,AO,70.97,broken clouds,-15.2,12.15,Hotel Chik Chik Namibe
383,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
386,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
388,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
390,Santa Luzia,BR,75.2,light rain,-19.77,-43.85,Pousada Chao Earth
391,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
393,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
399,Butaritari,KI,80.29,overcast clouds,3.07,172.79,Isles Sunset Lodge
400,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
402,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
408,Kahului,US,84.2,few clouds,20.89,-156.47,Maui Seaside Hotel
410,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
412,Sri Aman,MY,73.4,overcast clouds,1.24,111.46,Seri Simanggang Hotel
413,Bima,ID,75.51,overcast clouds,-8.47,118.72,Lambitu Hotel
415,Avarua,CK,80.6,overcast clouds,-21.21,-159.78,Paradise Inn
419,Port Blair,IN,78.31,heavy intensity rain,11.67,92.75,Welcomhotel Bay Island Port Blair
421,San Carlos Del Zulia,VE,81.46,light rain,9.0,-71.91,CHS
425,Isla Mujeres,MX,73.4,scattered clouds,21.23,-86.73,Hotel La Joya Isla Mujeres
427,Villa Bruzual,VE,84.06,scattered clouds,9.33,-69.12,Hotel Turen
428,Dingle,PH,76.17,light rain,11.0,122.67,SEGAYA PROPERTY
430,Poum,NC,81.21,light rain,-20.23,164.02,Gîte kajeon
431,Muncar,ID,74.66,broken clouds,-8.43,114.33,Zaky Homestay
432,Vaini,TO,80.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
436,Lorengau,PG,83.93,overcast clouds,-2.02,147.27,Lorengau Harbourside Hotel
437,Chuy,UY,71.17,scattered clouds,-33.7,-53.46,Nuevo Hotel Plaza
439,Kapaa,US,73.4,light rain,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
440,Puerto Ayora,EC,84.2,broken clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
441,Hithadhoo,MV,81.27,few clouds,-0.6,73.08,Scoop Guest House
444,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
445,Vaini,TO,80.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
446,Kupang,ID,75.2,few clouds,-10.17,123.58,Sylvia Hotel Premier Kupang
447,Beterou,BJ,79.32,clear sky,9.2,2.26,Monastère de Kokoubou
453,Arraial Do Cabo,BR,73.4,moderate rain,-22.97,-42.03,Pousada Porto Praia
456,Arraial Do Cabo,BR,73.4,moderate rain,-22.97,-42.03,Pousada Porto Praia
457,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
458,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
459,Palmas,BR,80.6,shower rain,-10.21,-48.36,Hotel Lago da Palma
462,Mar Del Plata,AR,71.6,clear sky,-38.0,-57.56,Gran Hotel Mar del Plata
464,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
465,Hambantota,LK,71.6,clear sky,6.12,81.12,Bungalow 63
470,Lufilufi,WS,84.2,light rain,-13.87,-171.6,Leuaina Beach Resort and Spa
475,Meulaboh,ID,75.52,heavy intensity rain,4.14,96.13,Kost Pria
476,Port Alfred,ZA,70.0,overcast clouds,-33.59,26.89,The Halyards Hotel
480,Bathsheba,BB,80.6,scattered clouds,13.22,-59.52,Atlantis Hotel
481,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
483,Faanui,PF,80.94,light rain,-16.48,-151.75,Bora-Bora Pearl Beach Resort & Spa
486,Itamaraju,BR,73.33,scattered clouds,-17.04,-39.53,Hotel Vista Bela
491,Marawi,PH,73.0,overcast clouds,8.0,124.29,Derogongan Residence
496,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
499,Rawson,AR,74.93,scattered clouds,-43.3,-65.1,Hotel Punta León
504,Arraial Do Cabo,BR,73.4,moderate rain,-22.97,-42.03,Pousada Porto Praia
507,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
508,Georgetown,MY,78.8,few clouds,5.41,100.34,Cititel Penang
509,Carnarvon,AU,73.4,overcast clouds,-24.87,113.63,Hospitality Carnarvon
511,Cayenne,GF,82.4,broken clouds,4.93,-52.33,Hôtel Le Dronmi
512,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
513,Arraial Do Cabo,BR,73.4,moderate rain,-22.97,-42.03,Pousada Porto Praia
516,Neuquen,AR,91.4,clear sky,-38.95,-68.06,Hotel del Comahue
519,Cockburn Town,TC,80.6,scattered clouds,21.46,-71.14,Osprey Beach Hotel
528,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
529,Kapaa,US,73.4,light rain,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
538,Rawson,AR,74.93,scattered clouds,-43.3,-65.1,Hotel Punta León
539,East London,ZA,70.12,clear sky,-33.02,27.91,Tu Casa
542,Cabedelo,BR,80.6,broken clouds,-6.98,-34.83,Lua Mansa Pousada
546,East London,ZA,70.12,clear sky,-33.02,27.91,Tu Casa
547,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
551,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
555,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
559,Carnarvon,AU,73.4,overcast clouds,-24.87,113.63,Hospitality Carnarvon
561,Luanda,AO,78.8,scattered clouds,-8.84,13.23,EPIC SANA Luanda
563,Hobyo,SO,76.62,scattered clouds,5.35,48.53,Halane Hotel and Restaurent
564,Georgetown,MY,78.8,few clouds,5.41,100.34,Cititel Penang
568,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
571,Teseney,ER,70.63,clear sky,15.11,36.66,Sabrin Hotel
574,Koumac,NC,83.32,light rain,-20.57,164.28,Le Monitel
581,San Cristobal,VE,84.2,light rain,7.77,-72.22,Pirineos
589,Waingapu,ID,77.72,overcast clouds,-9.66,120.26,Pondok Wisata Elim
594,East London,ZA,70.12,clear sky,-33.02,27.91,Tu Casa
596,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
597,Hilo,US,80.6,broken clouds,19.73,-155.09,Hilo Hawaiian Hotel
599,Saint-Philippe,RE,80.6,light rain,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
604,Port Alfred,ZA,70.0,overcast clouds,-33.59,26.89,The Halyards Hotel
606,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
610,Daru,PG,77.04,overcast clouds,-9.08,143.21,Daru Lodge
611,Cabo San Lucas,MX,78.01,clear sky,22.89,-109.91,Hotel Tesoro Los Cabos
612,Geraldton,AU,71.6,overcast clouds,-28.77,114.6,Broadwater Mariner Resort
614,Chuy,UY,71.17,scattered clouds,-33.7,-53.46,Nuevo Hotel Plaza
616,Vangaindrano,MG,73.8,scattered clouds,-23.35,47.6,Hotel Fanilo
618,Port Blair,IN,78.31,heavy intensity rain,11.67,92.75,Welcomhotel Bay Island Port Blair
622,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
624,Pisco,PE,73.4,clear sky,-13.7,-76.22,Hotel San Isidro Oficial
628,Cidreira,BR,72.86,clear sky,-30.18,-50.21,Hotel Castelo
631,Puerto Ayora,EC,84.2,broken clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
632,East London,ZA,70.12,clear sky,-33.02,27.91,Tu Casa
634,Road Town,VG,80.6,scattered clouds,18.42,-64.62,"ZINGARA 76ft Catamaran, full crew-all included"
639,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
640,Palembang,ID,75.36,moderate rain,-2.92,104.75,ASTON Palembang Hotel & Conference Center
641,Vaini,TO,80.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
645,Bengkulu,ID,74.17,broken clouds,-3.8,102.27,Grage Hotel Bengkulu
648,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
650,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
656,Puerto Ayora,EC,84.2,broken clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
659,Pisco,PE,73.4,clear sky,-13.7,-76.22,Hotel San Isidro Oficial
663,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
668,Hilo,US,80.6,broken clouds,19.73,-155.09,Hilo Hawaiian Hotel
673,Papara,BR,82.4,broken clouds,-3.98,-38.73,Bela vista Maranguape
685,Lapinig,PH,79.03,light rain,12.32,125.3,CANAWAYON ISLAND
687,Puerto Ayora,EC,84.2,broken clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
689,Kantunilkin,MX,73.4,scattered clouds,21.09,-87.45,Posada Paraiso
694,Butaritari,KI,80.29,overcast clouds,3.07,172.79,Isles Sunset Lodge
699,Port Alfred,ZA,70.0,overcast clouds,-33.59,26.89,The Halyards Hotel
700,Kita,ML,78.4,few clouds,13.03,-9.49,Hôtel Nelson Mandela
701,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
708,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
712,Butaritari,KI,80.29,overcast clouds,3.07,172.79,Isles Sunset Lodge
733,Inirida,CO,78.78,overcast clouds,3.87,-67.92,Fuente del Guania Hotel de Lujo
734,Thabazimbi,ZA,73.69,broken clouds,-24.59,27.41,eagels rest
735,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
737,Kisangani,CD,73.87,few clouds,0.52,25.2,Grand Ramela Hotel
741,Kapaa,US,73.4,light rain,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
742,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
747,Kapaa,US,73.4,light rain,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
748,Kavaratti,IN,81.91,clear sky,10.57,72.64,Hotels in Lakshadweep Islands
753,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
755,Karratha,AU,83.68,clear sky,-20.74,116.85,ibis Styles Karratha
761,Bandarbeyla,SO,72.64,clear sky,9.49,50.81,JABIR HOTEL
764,Vao,NC,77.09,overcast clouds,-22.67,167.48,Hotel Kou-Bugny
765,Puerto Ayora,EC,84.2,broken clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
766,Hilo,US,80.6,broken clouds,19.73,-155.09,Hilo Hawaiian Hotel
773,Kloulklubed,PW,83.34,heavy intensity rain,7.04,134.26,Storyboard Beach Resort
776,Butaritari,KI,80.29,overcast clouds,3.07,172.79,Isles Sunset Lodge
777,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
778,Hilo,US,80.6,broken clouds,19.73,-155.09,Hilo Hawaiian Hotel
779,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
782,Belmonte,BR,77.0,scattered clouds,-15.86,-38.88,Pousada Monte Carmelo O Pão
784,Puerto Ayora,EC,84.2,broken clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
785,Butaritari,KI,80.29,overcast clouds,3.07,172.79,Isles Sunset Lodge
792,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
793,Cockburn Town,TC,80.6,scattered clouds,21.46,-71.14,Osprey Beach Hotel
794,Cairns,AU,79.0,overcast clouds,-16.92,145.77,Mantra Trilogy Cairns
795,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
797,Georgetown,MY,78.8,few clouds,5.41,100.34,Cititel Penang
798,Mahebourg,MU,78.8,shower rain,-20.41,57.7,Shandrani Beachcomber Resort & Spa
807,Zamora,EC,71.6,shower rain,-4.07,-78.96,Cabañas Ecológicas Copalinga
808,Kahului,US,84.2,few clouds,20.89,-156.47,Maui Seaside Hotel
810,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
811,Bambanglipuro,ID,76.1,overcast clouds,-7.95,110.28,Puri Brata
816,Ambilobe,MG,75.27,light rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
818,Gondanglegi,ID,74.68,overcast clouds,-7.75,112.01,Gg. Munasir Homestay
819,Iquique,CL,71.6,broken clouds,-20.22,-70.14,Backpacker`s Hostel Iquique
828,Bandarbeyla,SO,72.64,clear sky,9.49,50.81,JABIR HOTEL
834,Biak,ID,76.57,moderate rain,-0.91,122.88,Penginapan Kim
842,Wamba,NG,74.32,clear sky,8.93,8.6,Roma Zee Guest House Annex
843,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
846,Kavaratti,IN,81.91,clear sky,10.57,72.64,Hotels in Lakshadweep Islands
850,Kupang,ID,75.2,few clouds,-10.17,123.58,Sylvia Hotel Premier Kupang
852,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
854,Mayumba,GA,77.74,broken clouds,-3.43,10.66,LIKWALE LODGE
857,Puerto Ayora,EC,84.2,broken clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
863,Mar Del Plata,AR,71.6,clear sky,-38.0,-57.56,Gran Hotel Mar del Plata
864,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
869,Palmerston,AU,80.01,clear sky,-12.49,130.98,Quest Palmerston - Serviced Apartments and Accommodation
871,Arraial Do Cabo,BR,73.4,moderate rain,-22.97,-42.03,Pousada Porto Praia
872,Inhambupe,BR,74.14,scattered clouds,-11.78,-38.35,Hotel JVS
876,Montepuez,MZ,72.27,overcast clouds,-13.13,39.0,RESIDÊNCIAL LANCHONETE
877,Mount Isa,AU,77.0,overcast clouds,-20.73,139.5,ibis Styles Mt Isa Verona
880,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
881,Puerto Ayora,EC,84.2,broken clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
882,Puerto Ayora,EC,84.2,broken clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
885,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
888,Kavieng,PG,85.3,scattered clouds,-2.57,150.8,Nusa Island Retreat
890,Dingle,PH,76.17,light rain,11.0,122.67,SEGAYA PROPERTY
895,East London,ZA,70.12,clear sky,-33.02,27.91,Tu Casa
898,East London,ZA,70.12,clear sky,-33.02,27.91,Tu Casa
899,Mokobeng,BW,72.7,clear sky,-23.0,27.67,Omphile B. Molefhe
900,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
901,Hilo,US,80.6,broken clouds,19.73,-155.09,Hilo Hawaiian Hotel
903,Ibirama,BR,72.18,few clouds,-27.06,-49.52,Hotel Soralete
910,Port Macquarie,AU,70.0,overcast clouds,-31.43,152.92,Rydges Port Macquarie
912,Tondano,ID,75.2,scattered clouds,1.3,124.91,Villa Bella
914,Vaini,TO,80.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
916,Namibe,AO,70.97,broken clouds,-15.2,12.15,Hotel Chik Chik Namibe
919,Necochea,AR,73.17,broken clouds,-38.55,-58.74,dyd -mar Hotel
927,La Reforma,MX,86.0,clear sky,25.08,-108.05,Arremar Angostura
931,Papara,BR,82.4,broken clouds,-3.98,-38.73,Bela vista Maranguape
932,Saint-Philippe,RE,80.6,light rain,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
934,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
936,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
939,Saint-Philippe,RE,80.6,light rain,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
944,Samarai,PG,84.13,overcast clouds,-10.62,150.67,Nuli Sapi
947,Kapaa,US,73.4,light rain,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
951,Arraial Do Cabo,BR,73.4,moderate rain,-22.97,-42.03,Pousada Porto Praia
957,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
963,Kawalu,ID,71.38,light rain,-7.38,108.21,KOSAN UNGU UNSIK
965,Marawi,PH,73.0,overcast clouds,8.0,124.29,Derogongan Residence
970,Macae,BR,73.4,moderate rain,-22.37,-41.79,Personal Hotel
979,Manadhoo,MV,81.97,scattered clouds,5.77,73.38,Vevu Guesthouse
981,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
984,Sandakan,MY,77.0,heavy intensity rain,5.84,118.12,Hotel Sandakan
992,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
993,Avarua,CK,80.6,overcast clouds,-21.21,-159.78,Paradise Inn
995,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
996,Chuy,UY,71.17,scattered clouds,-33.7,-53.46,Nuevo Hotel Plaza
1004,San Andres,CO,86.0,few clouds,12.58,-81.7,Hotel Arena Blanca
1007,Huai Yot,TH,74.39,moderate rain,7.79,99.63,RuenPhukarn Resort
1009,Bengkulu,ID,74.17,broken clouds,-3.8,102.27,Grage Hotel Bengkulu
1010,Puerto Ayora,EC,84.2,broken clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1013,El Rosario,MX,84.0,clear sky,24.26,-107.18,Mi casa
1017,Pamanukan,ID,77.68,overcast clouds,-6.28,107.81,Paris Day Hotel Pamanukan
1019,Ilhabela,BR,72.64,overcast clouds,-23.78,-45.36,Ilha Flat Hotel
1022,Bubaque,GW,79.36,broken clouds,11.28,-15.83,"Casa Dora, Bubaque"
1026,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
1030,Georgetown,MY,78.8,few clouds,5.41,100.34,Cititel Penang
1033,Hilo,US,80.6,broken clouds,19.73,-155.09,Hilo Hawaiian Hotel
1034,Tiarei,PF,86.0,light rain,-17.53,-149.33,Le Rocher de Tahiti
1036,Varkkallai,IN,80.6,mist,8.73,76.71,SPOT ON 72723 Pathanjali Ayurveda Yoga Centre( Dreams Beach Resort)
1039,Georgetown,MY,78.8,few clouds,5.41,100.34,Cititel Penang
1041,San Cristobal,VE,84.2,light rain,7.77,-72.22,Pirineos
1045,Hervey Bay,AU,79.0,clear sky,-25.3,152.85,Shelly Bay Resort
1047,Butaritari,KI,80.29,overcast clouds,3.07,172.79,Isles Sunset Lodge
1050,Encruzilhada Do Sul,BR,70.83,broken clouds,-30.54,-52.52,Conceição Palace Hotel
1051,Kapaa,US,73.4,light rain,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
1053,East London,ZA,70.12,clear sky,-33.02,27.91,Tu Casa
1054,Carnarvon,AU,73.4,overcast clouds,-24.87,113.63,Hospitality Carnarvon
1055,Ariquemes,BR,78.8,heavy intensity rain,-9.91,-63.04,Hotel Sol Nascente - Ariquemes - RO
1057,Alice Springs,AU,80.01,clear sky,-23.7,133.88,Desert Palms Alice Springs
1061,Kismayo,SO,78.66,overcast clouds,-0.36,42.55,Agan-Hotel
1062,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
1063,Noumea,NC,82.99,clear sky,-22.28,166.46,Hôtel Le Lagon
1067,Hilo,US,80.6,broken clouds,19.73,-155.09,Hilo Hawaiian Hotel
1073,Cururupu,BR,78.39,overcast clouds,-1.83,-44.87,Pousada Través'cia
1078,Mitsamiouli,KM,82.54,light rain,-11.38,43.28,Foyer ADM
1082,Harlingen,US,70.0,clear sky,26.19,-97.7,Courtyard by Marriott Harlingen
1086,Balabac,PH,78.6,moderate rain,7.99,117.06,Sing and Swing Lodge
1088,East London,ZA,70.12,clear sky,-33.02,27.91,Tu Casa
1089,Cayenne,GF,82.4,broken clouds,4.93,-52.33,Hôtel Le Dronmi
1090,Bambous Virieux,MU,80.01,shower rain,-20.34,57.76,Casa Tia Villa
1091,Kapaa,US,73.4,light rain,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
1095,Mahina,PF,86.0,light rain,-17.51,-149.49,Guest Beach Bungalow Tahiti
1096,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
1097,Hilo,US,80.6,broken clouds,19.73,-155.09,Hilo Hawaiian Hotel
1099,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
1104,Mackay,AU,70.0,light rain,-21.15,149.2,International Lodge Motel
1105,Hwange,ZW,73.2,overcast clouds,-18.37,26.5,Hwange Colliery Guest House
1106,Puerto Ayora,EC,84.2,broken clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1111,Manado,ID,75.2,light rain,1.49,124.85,Aryaduta Hotel
1112,Souillac,MU,78.8,shower rain,-20.52,57.52,Bils' Villa
1115,Vaini,TO,80.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
1119,Isangel,VU,84.2,few clouds,-19.55,169.27,Volcano Sea View Tree House
1121,Hilo,US,80.6,broken clouds,19.73,-155.09,Hilo Hawaiian Hotel
1122,Sorong,ID,79.27,moderate rain,-0.88,131.25,The Waigo Hotel
1125,Rikitea,PF,77.88,light rain,-23.12,-134.97,Pension Maro'i
1128,Gawler,AU,71.01,clear sky,-34.6,138.73,Eagle Foundry Bed & Breakfast
1129,Port-Gentil,GA,80.6,light rain,-0.72,8.78,Fengshui Residence
1130,Kloulklubed,PW,83.34,heavy intensity rain,7.04,134.26,Storyboard Beach Resort
1132,Cabo San Lucas,MX,78.01,clear sky,22.89,-109.91,Hotel Tesoro Los Cabos
1134,Kapaa,US,73.4,light rain,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
1139,Vila Velha,BR,79.0,light rain,-20.33,-40.29,Hotel Vitória Palace
1140,Atuona,PF,78.91,few clouds,-9.8,-139.03,Villa Enata
1141,Nchelenge,ZM,71.51,moderate rain,-9.35,28.73,Mweru Water Transport
1145,Hilo,US,80.6,broken clouds,19.73,-155.09,Hilo Hawaiian Hotel
