City_DF,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Avarua,CK,-21.21,-159.78,80.6,74,89,6.93,overcast clouds
363,Ushuaia,AR,-54.8,-68.3,55.4,58,75,6.93,broken clouds
364,Biak,ID,-0.91,122.88,76.57,82,100,2.39,moderate rain
365,High Level,CA,58.52,-117.14,8.6,92,20,2.24,fog
366,San Cristobal,VE,7.77,-72.22,84.2,58,40,9.17,light rain
367,Broome,US,42.25,-75.83,30.99,86,90,9.17,light snow
368,Pacific Grove,US,36.62,-121.92,60.8,48,75,15.32,broken clouds
369,Longyearbyen,SJ,78.22,15.64,35.6,64,40,24.16,scattered clouds
370,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
371,Dikson,RU,73.51,80.55,-15.45,85,0,7.74,clear sky
372,Rodeo,US,38.03,-122.27,57.0,71,90,3.36,light rain
373,Kapaa,US,22.08,-159.32,73.4,94,90,20.8,light rain
374,Georgetown,MY,5.41,100.34,78.8,94,20,3.36,few clouds
375,Avarua,CK,-21.21,-159.78,80.6,74,89,6.93,overcast clouds
376,Cidreira,BR,-30.18,-50.21,72.86,78,3,21.54,clear sky
377,Puerto Ayora,EC,-0.74,-90.35,84.2,62,75,14.99,broken clouds
378,Nome,US,64.5,-165.41,21.2,67,40,12.75,scattered clouds
379,Chokurdakh,RU,70.63,147.92,-21.24,88,100,9.4,overcast clouds
380,Namibe,AO,-15.2,12.15,70.97,80,62,5.35,broken clouds
381,Mataura,NZ,-46.19,168.86,52.84,53,36,4.99,light rain
382,Kodiak,US,57.79,-152.41,37.4,93,90,6.93,overcast clouds
383,Atuona,PF,-9.8,-139.03,78.91,69,21,11.86,few clouds
384,Albany,US,42.6,-73.97,42.8,75,90,17.22,overcast clouds
385,Upernavik,GL,72.79,-56.15,-4.36,91,86,9.37,overcast clouds
386,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
387,Mayo,US,38.89,-76.51,32.0,90,40,11.41,scattered clouds
388,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
389,Sabha,LY,27.04,14.43,52.61,56,0,6.2,clear sky
390,Santa Luzia,BR,-19.77,-43.85,75.2,69,75,6.93,light rain
391,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
392,Terrace,CA,54.52,-128.6,35.6,100,90,2.35,overcast clouds
393,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
394,Zaysan,KZ,47.47,84.87,-1.1,88,47,2.13,scattered clouds
395,Albany,US,42.6,-73.97,42.8,75,90,17.22,overcast clouds
396,Egvekinot,RU,66.32,-179.17,12.25,97,100,1.77,light snow
397,Busselton,AU,-33.65,115.33,61.0,84,1,1.99,clear sky
398,Kaitangata,NZ,-46.28,169.85,50.0,74,15,5.99,few clouds
399,Butaritari,KI,3.07,172.79,80.29,75,100,19.01,overcast clouds
400,Atuona,PF,-9.8,-139.03,78.91,69,21,11.86,few clouds
401,Yellowknife,CA,62.46,-114.35,5.0,84,90,2.24,light snow
402,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
403,Mataura,NZ,-46.19,168.86,52.84,53,36,4.99,light rain
404,Adrar,MR,20.5,-10.07,67.82,25,99,4.27,overcast clouds
405,Cape Town,ZA,-33.93,18.42,69.01,82,20,10.29,few clouds
406,Albany,US,42.6,-73.97,42.8,75,90,17.22,overcast clouds
407,Sorland,NO,67.67,12.69,37.49,79,100,26.64,light rain
408,Kahului,US,20.89,-156.47,84.2,45,20,13.87,few clouds
409,Aklavik,CA,68.22,-135.01,12.2,92,0,3.36,clear sky
410,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
411,Czluchow,PL,53.67,17.36,32.0,94,100,11.48,light snow
412,Sri Aman,MY,1.24,111.46,73.4,100,100,1.14,overcast clouds
413,Bima,ID,-8.47,118.72,75.51,84,100,2.39,overcast clouds
414,Raudeberg,NO,61.99,5.14,39.99,82,100,32.41,overcast clouds
415,Avarua,CK,-21.21,-159.78,80.6,74,89,6.93,overcast clouds
416,Fulton,US,33.77,-84.45,35.01,26,40,13.87,scattered clouds
417,Yulara,AU,-25.24,130.99,66.2,42,0,5.82,clear sky
418,Egvekinot,RU,66.32,-179.17,12.25,97,100,1.77,light snow
419,Port Blair,IN,11.67,92.75,78.31,84,72,11.65,heavy intensity rain
420,Wonthaggi,AU,-38.6,145.59,64.0,76,11,8.46,few clouds
421,San Carlos Del Zulia,VE,9.0,-71.91,81.46,80,20,4.56,light rain
422,Albany,US,42.6,-73.97,42.8,75,90,17.22,overcast clouds
423,Beringovskiy,RU,63.05,179.32,-6.29,91,100,14.99,light snow
424,Tuktoyaktuk,CA,69.45,-133.04,5.0,84,90,2.24,fog
425,Isla Mujeres,MX,21.23,-86.73,73.4,53,40,13.87,scattered clouds
426,Dikson,RU,73.51,80.55,-15.45,85,0,7.74,clear sky
427,Villa Bruzual,VE,9.33,-69.12,84.06,61,45,3.96,scattered clouds
428,Dingle,PH,11.0,122.67,76.17,92,99,6.58,light rain
429,Inverness,GB,57.48,-4.22,44.6,81,94,6.93,overcast clouds
430,Poum,NC,-20.23,164.02,81.21,75,97,13.09,light rain
431,Muncar,ID,-8.43,114.33,74.66,88,54,2.89,broken clouds
432,Vaini,TO,-21.2,-175.2,80.6,88,40,6.93,scattered clouds
433,Bluff,NZ,-46.6,168.33,51.28,54,13,7.07,few clouds
434,Ponta Do Sol,PT,32.67,-17.1,66.2,77,40,21.92,light rain
435,Ushuaia,AR,-54.8,-68.3,55.4,58,75,6.93,broken clouds
436,Lorengau,PG,-2.02,147.27,83.93,69,98,0.6,overcast clouds
437,Chuy,UY,-33.7,-53.46,71.17,77,48,14.74,scattered clouds
438,Punta Arenas,CL,-53.15,-70.92,57.2,50,40,19.46,scattered clouds
439,Kapaa,US,22.08,-159.32,73.4,94,90,20.8,light rain
440,Puerto Ayora,EC,-0.74,-90.35,84.2,62,75,14.99,broken clouds
441,Hithadhoo,MV,-0.6,73.08,81.27,68,16,7.47,few clouds
442,Broome,US,42.25,-75.83,30.99,86,90,9.17,light snow
443,Dikson,RU,73.51,80.55,-15.45,85,0,7.74,clear sky
444,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
445,Vaini,TO,-21.2,-175.2,80.6,88,40,6.93,scattered clouds
446,Kupang,ID,-10.17,123.58,75.2,94,20,1.12,few clouds
447,Beterou,BJ,9.2,2.26,79.32,20,0,7.52,clear sky
448,Esperance,AU,-33.87,121.9,62.6,93,90,10.29,overcast clouds
449,Lebu,CL,-37.62,-73.65,61.54,79,1,15.73,clear sky
450,Constitucion,CL,-35.33,-72.42,67.08,59,7,20.58,clear sky
451,Pangnirtung,CA,66.15,-65.71,-17.37,80,14,2.04,few clouds
452,Grindavik,IS,63.84,-22.43,30.2,86,75,27.51,light shower snow
453,Arraial Do Cabo,BR,-22.97,-42.03,73.4,94,75,4.7,moderate rain
454,Sokoto,NG,13.06,5.24,69.94,22,4,10.69,clear sky
455,Ushuaia,AR,-54.8,-68.3,55.4,58,75,6.93,broken clouds
456,Arraial Do Cabo,BR,-22.97,-42.03,73.4,94,75,4.7,moderate rain
457,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
458,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
459,Palmas,BR,-10.21,-48.36,80.6,83,75,6.93,shower rain
460,Upernavik,GL,72.79,-56.15,-4.36,91,86,9.37,overcast clouds
461,Kalaleh,IR,37.38,55.49,32.0,93,90,4.7,mist
462,Mar Del Plata,AR,-38.0,-57.56,71.6,83,0,18.34,clear sky
463,Izvestkovyy,RU,48.98,131.55,-11.96,83,3,9.24,clear sky
464,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
465,Hambantota,LK,6.12,81.12,71.6,100,0,8.05,clear sky
466,Los Llanos De Aridane,ES,28.66,-17.92,68.0,68,0,5.82,clear sky
467,Kodiak,US,57.79,-152.41,37.4,93,90,6.93,overcast clouds
468,Clyde River,CA,70.47,-68.59,-13.0,83,32,17.22,scattered clouds
469,Lebu,CL,-37.62,-73.65,61.54,79,1,15.73,clear sky
470,Lufilufi,WS,-13.87,-171.6,84.2,83,40,8.05,light rain
471,Norman Wells,CA,65.28,-126.83,-7.6,76,20,2.64,few clouds
472,Bilibino,RU,68.05,166.44,-31.23,81,100,2.01,overcast clouds
473,New Norfolk,AU,-42.78,147.06,61.0,56,4,3.11,clear sky
474,Laibin,CN,23.7,109.27,61.2,52,100,3.74,overcast clouds
475,Meulaboh,ID,4.14,96.13,75.52,92,100,2.26,heavy intensity rain
476,Port Alfred,ZA,-33.59,26.89,70.0,85,90,1.99,overcast clouds
477,Busselton,AU,-33.65,115.33,61.0,84,1,1.99,clear sky
478,Thompson,CA,55.74,-97.86,10.4,78,90,12.75,light snow
479,Laguna,US,38.42,-121.42,55.99,43,90,11.41,overcast clouds
480,Bathsheba,BB,13.22,-59.52,80.6,74,40,14.99,scattered clouds
481,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
482,Zapolyarnyy,RU,69.42,30.81,-0.4,70,0,19.46,clear sky
483,Faanui,PF,-16.48,-151.75,80.94,77,100,14.72,light rain
484,Chokurdakh,RU,70.63,147.92,-21.24,88,100,9.4,overcast clouds
485,Najran,SA,17.49,44.13,59.0,51,0,3.56,clear sky
486,Itamaraju,BR,-17.04,-39.53,73.33,85,40,5.01,scattered clouds
487,Severo-Kurilsk,RU,50.68,156.12,21.27,88,62,9.93,broken clouds
488,Qaanaaq,GL,77.48,-69.36,-3.95,85,98,4.14,overcast clouds
489,Vinh,VN,18.67,105.67,64.33,83,93,3.71,overcast clouds
490,Talnakh,RU,69.49,88.4,-34.6,73,0,2.24,clear sky
491,Marawi,PH,8.0,124.29,73.0,93,100,3.0,overcast clouds
492,Pevek,RU,69.7,170.31,-10.1,91,97,7.02,overcast clouds
493,Naze,JP,28.37,129.48,59.0,58,20,8.05,few clouds
494,Aasiaat,GL,68.71,-52.87,15.4,90,100,3.76,overcast clouds
495,Fereydun Kenar,IR,36.69,52.52,39.2,100,90,16.11,light rain
496,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
497,Mugur-Aksy,RU,50.35,90.5,-2.34,83,90,5.77,overcast clouds
498,Sobolevo,RU,54.43,31.9,29.26,98,100,8.37,overcast clouds
499,Rawson,AR,-43.3,-65.1,74.93,35,37,22.82,scattered clouds
500,Los Llanos De Aridane,ES,28.66,-17.92,68.0,68,0,5.82,clear sky
501,Busselton,AU,-33.65,115.33,61.0,84,1,1.99,clear sky
502,Ostrovnoy,RU,68.05,39.51,10.53,93,100,12.03,overcast clouds
503,Hermanus,ZA,-34.42,19.23,64.0,93,7,2.15,clear sky
504,Arraial Do Cabo,BR,-22.97,-42.03,73.4,94,75,4.7,moderate rain
505,San Quintin,MX,30.48,-115.95,68.72,32,0,9.1,clear sky
506,Yellowknife,CA,62.46,-114.35,5.0,84,90,2.24,light snow
507,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
508,Georgetown,MY,5.41,100.34,78.8,94,20,3.36,few clouds
509,Carnarvon,AU,-24.87,113.63,73.4,100,90,19.46,overcast clouds
510,Busselton,AU,-33.65,115.33,61.0,84,1,1.99,clear sky
511,Cayenne,GF,4.93,-52.33,82.4,78,60,6.93,broken clouds
512,Atuona,PF,-9.8,-139.03,78.91,69,21,11.86,few clouds
513,Arraial Do Cabo,BR,-22.97,-42.03,73.4,94,75,4.7,moderate rain
514,Jamestown,US,42.1,-79.24,21.99,92,90,16.44,light snow
515,Bunbury,AU,-33.33,115.63,59.0,78,38,4.0,scattered clouds
516,Neuquen,AR,-38.95,-68.06,91.4,29,0,5.82,clear sky
517,Jamestown,US,42.1,-79.24,21.99,92,90,16.44,light snow
518,Cochrane,CA,51.18,-114.47,26.6,49,75,5.82,broken clouds
519,Cockburn Town,TC,21.46,-71.14,80.6,69,40,9.17,scattered clouds
520,Bereda,ES,43.27,-7.54,37.0,99,3,1.01,clear sky
521,Yellowknife,CA,62.46,-114.35,5.0,84,90,2.24,light snow
522,Busselton,AU,-33.65,115.33,61.0,84,1,1.99,clear sky
523,Mataura,NZ,-46.19,168.86,52.84,53,36,4.99,light rain
524,Qaanaaq,GL,77.48,-69.36,-3.95,85,98,4.14,overcast clouds
525,Bluff,NZ,-46.6,168.33,51.28,54,13,7.07,few clouds
526,Luderitz,NA,-26.65,15.16,60.8,82,0,23.04,clear sky
527,Havre-Saint-Pierre,CA,50.23,-63.6,46.4,93,90,10.29,light rain
528,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
529,Kapaa,US,22.08,-159.32,73.4,94,90,20.8,light rain
530,Doka,SD,13.52,35.77,75.06,31,0,11.41,clear sky
531,Bredasdorp,ZA,-34.53,20.04,64.4,88,5,2.24,clear sky
532,Mataura,NZ,-46.19,168.86,52.84,53,36,4.99,light rain
533,Thompson,CA,55.74,-97.86,10.4,78,90,12.75,light snow
534,Ushuaia,AR,-54.8,-68.3,55.4,58,75,6.93,broken clouds
535,Barrow,US,71.29,-156.79,-7.6,76,40,16.11,scattered clouds
536,Kodiak,US,57.79,-152.41,37.4,93,90,6.93,overcast clouds
537,Ushuaia,AR,-54.8,-68.3,55.4,58,75,6.93,broken clouds
538,Rawson,AR,-43.3,-65.1,74.93,35,37,22.82,scattered clouds
539,East London,ZA,-33.02,27.91,70.12,68,1,5.21,clear sky
540,Hobart,AU,-42.88,147.33,61.0,66,20,10.29,few clouds
541,Provideniya,RU,64.38,-173.3,15.8,66,0,8.95,clear sky
542,Cabedelo,BR,-6.98,-34.83,80.6,69,75,10.29,broken clouds
543,Hermanus,ZA,-34.42,19.23,64.0,93,7,2.15,clear sky
544,Gap,FR,44.67,6.0,28.0,87,60,10.0,broken clouds
545,Busselton,AU,-33.65,115.33,61.0,84,1,1.99,clear sky
546,East London,ZA,-33.02,27.91,70.12,68,1,5.21,clear sky
547,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
548,Barrow,US,71.29,-156.79,-7.6,76,40,16.11,scattered clouds
549,Kruisfontein,ZA,-34.0,24.73,69.01,82,28,1.99,light rain
550,Constitucion,CL,-35.33,-72.42,67.08,59,7,20.58,clear sky
551,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
552,Jamestown,US,42.1,-79.24,21.99,92,90,16.44,light snow
553,Punta Arenas,CL,-53.15,-70.92,57.2,50,40,19.46,scattered clouds
554,Mataura,NZ,-46.19,168.86,52.84,53,36,4.99,light rain
555,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
556,Hobart,AU,-42.88,147.33,61.0,66,20,10.29,few clouds
557,Mataura,NZ,-46.19,168.86,52.84,53,36,4.99,light rain
558,Dauriya,RU,49.93,116.87,-7.67,87,93,6.35,light snow
559,Carnarvon,AU,-24.87,113.63,73.4,100,90,19.46,overcast clouds
560,Tazovskiy,RU,67.47,78.7,-36.42,82,45,3.2,scattered clouds
561,Luanda,AO,-8.84,13.23,78.8,83,40,10.29,scattered clouds
562,Albany,US,42.6,-73.97,42.8,75,90,17.22,overcast clouds
563,Hobyo,SO,5.35,48.53,76.62,76,25,21.77,scattered clouds
564,Georgetown,MY,5.41,100.34,78.8,94,20,3.36,few clouds
565,Mingguang,CN,32.78,117.96,39.18,73,73,6.08,broken clouds
566,Los Llanos De Aridane,ES,28.66,-17.92,68.0,68,0,5.82,clear sky
567,Norman Wells,CA,65.28,-126.83,-7.6,76,20,2.64,few clouds
568,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
569,Saskylakh,RU,71.92,114.08,-19.01,84,94,11.39,overcast clouds
570,Nikolskoye,RU,59.7,30.79,26.6,86,90,6.71,light shower snow
571,Teseney,ER,15.11,36.66,70.63,68,1,9.73,clear sky
572,Mataura,NZ,-46.19,168.86,52.84,53,36,4.99,light rain
573,Mataura,NZ,-46.19,168.86,52.84,53,36,4.99,light rain
574,Koumac,NC,-20.57,164.28,83.32,63,98,0.72,light rain
575,Saint George,US,37.1,-113.58,55.0,16,1,4.7,clear sky
576,Stornoway,GB,58.21,-6.39,42.8,87,40,16.11,scattered clouds
577,Hermanus,ZA,-34.42,19.23,64.0,93,7,2.15,clear sky
578,Soe,ID,-9.86,124.28,66.76,99,97,1.88,overcast clouds
579,Taltal,CL,-25.4,-70.48,66.15,68,26,3.22,scattered clouds
580,Hermanus,ZA,-34.42,19.23,64.0,93,7,2.15,clear sky
581,San Cristobal,VE,7.77,-72.22,84.2,58,40,9.17,light rain
582,Benghazi,LY,32.12,20.07,62.94,68,79,9.6,broken clouds
583,Aykhal,RU,66.0,111.5,-29.2,66,0,6.71,clear sky
584,Boralday,KZ,43.36,76.86,12.2,85,75,2.24,fog
585,Hasaki,JP,35.73,140.83,26.6,86,0,3.36,clear sky
586,Hobart,AU,-42.88,147.33,61.0,66,20,10.29,few clouds
587,Tiksi,RU,71.69,128.87,-20.83,88,73,5.88,broken clouds
588,Punta Arenas,CL,-53.15,-70.92,57.2,50,40,19.46,scattered clouds
589,Waingapu,ID,-9.66,120.26,77.72,74,100,3.51,overcast clouds
590,Cape Town,ZA,-33.93,18.42,69.01,82,20,10.29,few clouds
591,Nikolskoye,RU,59.7,30.79,26.6,86,90,6.71,light shower snow
592,Kutahya,TR,39.42,29.98,33.8,84,0,3.36,clear sky
593,Nikolskoye,RU,59.7,30.79,26.6,86,90,6.71,light shower snow
594,East London,ZA,-33.02,27.91,70.12,68,1,5.21,clear sky
595,High Level,CA,58.52,-117.14,8.6,92,20,2.24,fog
596,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
597,Hilo,US,19.73,-155.09,80.6,57,75,4.7,broken clouds
598,Vila Franca Do Campo,PT,37.72,-25.43,55.4,71,40,21.92,light rain
599,Saint-Philippe,RE,-21.36,55.77,80.6,78,0,3.36,light rain
600,Busselton,AU,-33.65,115.33,61.0,84,1,1.99,clear sky
601,Bethel,US,41.37,-73.41,46.4,70,40,13.87,scattered clouds
602,Mataura,NZ,-46.19,168.86,52.84,53,36,4.99,light rain
603,Talnakh,RU,69.49,88.4,-34.6,73,0,2.24,clear sky
604,Port Alfred,ZA,-33.59,26.89,70.0,85,90,1.99,overcast clouds
605,Bluff,NZ,-46.6,168.33,51.28,54,13,7.07,few clouds
606,Atuona,PF,-9.8,-139.03,78.91,69,21,11.86,few clouds
607,Ahipara,NZ,-35.17,173.17,64.35,73,87,12.44,overcast clouds
608,Severo-Kurilsk,RU,50.68,156.12,21.27,88,62,9.93,broken clouds
609,Klaksvik,FO,62.23,-6.59,41.0,75,46,10.29,scattered clouds
610,Daru,PG,-9.08,143.21,77.04,93,100,12.71,overcast clouds
611,Cabo San Lucas,MX,22.89,-109.91,78.01,47,5,6.93,clear sky
612,Geraldton,AU,-28.77,114.6,71.6,88,90,11.41,overcast clouds
613,Krasnoselkup,RU,65.7,82.47,-34.62,80,36,6.89,scattered clouds
614,Chuy,UY,-33.7,-53.46,71.17,77,48,14.74,scattered clouds
615,Dalen,NL,52.7,6.76,35.01,94,33,6.69,scattered clouds
616,Vangaindrano,MG,-23.35,47.6,73.8,88,40,2.98,scattered clouds
617,Bela,IN,25.93,81.98,52.61,54,0,6.35,clear sky
618,Port Blair,IN,11.67,92.75,78.31,84,72,11.65,heavy intensity rain
619,Miraflores,MX,19.22,-98.81,68.0,37,20,4.7,smoke
620,Hermanus,ZA,-34.42,19.23,64.0,93,7,2.15,clear sky
621,Busselton,AU,-33.65,115.33,61.0,84,1,1.99,clear sky
622,Atuona,PF,-9.8,-139.03,78.91,69,21,11.86,few clouds
623,Da Lat,VN,11.95,108.44,54.7,100,88,3.22,overcast clouds
624,Pisco,PE,-13.7,-76.22,73.4,73,0,10.29,clear sky
625,Pevek,RU,69.7,170.31,-10.1,91,97,7.02,overcast clouds
626,Praia Da Vitoria,PT,38.73,-27.07,57.2,71,75,27.56,broken clouds
627,Songjianghe,CN,42.19,127.48,7.29,84,0,4.16,clear sky
628,Cidreira,BR,-30.18,-50.21,72.86,78,3,21.54,clear sky
629,Hamilton,US,39.18,-84.53,18.0,67,90,14.99,overcast clouds
630,Tocopilla,CL,-22.09,-70.2,68.31,60,33,1.43,scattered clouds
631,Puerto Ayora,EC,-0.74,-90.35,84.2,62,75,14.99,broken clouds
632,East London,ZA,-33.02,27.91,70.12,68,1,5.21,clear sky
633,Horodkivka,UA,49.91,28.98,31.71,98,100,6.22,overcast clouds
634,Road Town,VG,18.42,-64.62,80.6,74,40,10.29,scattered clouds
635,Aripuana,BR,-9.17,-60.63,77.23,95,100,1.3,light rain
636,Torbay,CA,47.67,-52.73,39.2,86,20,8.05,few clouds
637,Hermanus,ZA,-34.42,19.23,64.0,93,7,2.15,clear sky
638,Katsuura,JP,35.13,140.3,42.01,56,20,5.82,few clouds
639,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
640,Palembang,ID,-2.92,104.75,75.36,95,95,1.59,moderate rain
641,Vaini,TO,-21.2,-175.2,80.6,88,40,6.93,scattered clouds
642,Albany,US,42.6,-73.97,42.8,75,90,17.22,overcast clouds
643,Tasiilaq,GL,65.61,-37.64,21.2,62,46,16.11,scattered clouds
644,Shabo,UA,46.13,30.39,44.6,100,75,4.47,mist
645,Bengkulu,ID,-3.8,102.27,74.17,83,82,5.14,broken clouds
646,Bilibino,RU,68.05,166.44,-31.23,81,100,2.01,overcast clouds
647,Fortuna,US,40.6,-124.16,55.0,93,75,16.11,broken clouds
648,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
649,Atbasar,KZ,51.8,68.33,-8.57,91,75,8.01,broken clouds
650,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
651,Barrow,US,71.29,-156.79,-7.6,76,40,16.11,scattered clouds
652,Salisbury,GB,51.07,-1.8,32.0,92,98,3.36,overcast clouds
653,Vagamo,NO,61.88,9.1,18.09,86,100,4.79,overcast clouds
654,Albany,US,42.6,-73.97,42.8,75,90,17.22,overcast clouds
655,Yellowknife,CA,62.46,-114.35,5.0,84,90,2.24,light snow
656,Puerto Ayora,EC,-0.74,-90.35,84.2,62,75,14.99,broken clouds
657,Nemuro,JP,43.32,145.57,28.85,92,14,23.91,light snow
658,Barrow,US,71.29,-156.79,-7.6,76,40,16.11,scattered clouds
659,Pisco,PE,-13.7,-76.22,73.4,73,0,10.29,clear sky
660,Cape Town,ZA,-33.93,18.42,69.01,82,20,10.29,few clouds
661,Tornio,FI,65.85,24.15,14.0,85,90,8.05,light snow
662,Jamestown,US,42.1,-79.24,21.99,92,90,16.44,light snow
663,Atuona,PF,-9.8,-139.03,78.91,69,21,11.86,few clouds
664,Bethel,US,41.37,-73.41,46.4,70,40,13.87,scattered clouds
665,Hobart,AU,-42.88,147.33,61.0,66,20,10.29,few clouds
666,Busselton,AU,-33.65,115.33,61.0,84,1,1.99,clear sky
667,Jamestown,US,42.1,-79.24,21.99,92,90,16.44,light snow
668,Hilo,US,19.73,-155.09,80.6,57,75,4.7,broken clouds
669,Ribeira Grande,PT,38.52,-28.7,57.2,67,40,24.16,scattered clouds
670,Cherskiy,RU,68.75,161.3,-24.11,86,100,8.57,overcast clouds
671,Mataura,NZ,-46.19,168.86,52.84,53,36,4.99,light rain
672,Punta Arenas,CL,-53.15,-70.92,57.2,50,40,19.46,scattered clouds
673,Papara,BR,-3.98,-38.73,82.4,69,75,14.99,broken clouds
674,Ribeira Brava,PT,32.65,-17.07,66.2,77,40,21.92,light rain
675,Son La,VN,21.32,103.9,50.86,94,13,0.89,few clouds
676,Hobart,AU,-42.88,147.33,61.0,66,20,10.29,few clouds
677,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,-4.0,76,0,8.95,clear sky
678,Tasiilaq,GL,65.61,-37.64,21.2,62,46,16.11,scattered clouds
679,Busselton,AU,-33.65,115.33,61.0,84,1,1.99,clear sky
680,Tsivilsk,RU,55.86,47.47,19.4,85,40,13.42,scattered clouds
681,Ahipara,NZ,-35.17,173.17,64.35,73,87,12.44,overcast clouds
682,Nome,US,64.5,-165.41,21.2,67,40,12.75,scattered clouds
683,Iqaluit,CA,63.75,-68.51,-7.01,69,90,14.99,light snow
684,Churapcha,RU,62.0,132.43,-51.54,76,81,1.63,broken clouds
685,Lapinig,PH,12.32,125.3,79.03,90,100,9.06,light rain
686,Faya,SA,18.39,42.45,55.4,50,0,4.5,clear sky
687,Puerto Ayora,EC,-0.74,-90.35,84.2,62,75,14.99,broken clouds
688,Punta Arenas,CL,-53.15,-70.92,57.2,50,40,19.46,scattered clouds
689,Kantunilkin,MX,21.09,-87.45,73.4,53,40,13.87,scattered clouds
690,Cedartown,US,34.05,-85.25,32.0,30,75,9.17,broken clouds
691,Albany,US,42.6,-73.97,42.8,75,90,17.22,overcast clouds
692,Sexsmith,CA,55.35,-118.79,28.4,74,90,6.93,light snow
693,Airai,TL,-8.93,125.41,62.04,100,100,0.67,overcast clouds
694,Butaritari,KI,3.07,172.79,80.29,75,100,19.01,overcast clouds
695,Bluff,NZ,-46.6,168.33,51.28,54,13,7.07,few clouds
696,Jamestown,US,42.1,-79.24,21.99,92,90,16.44,light snow
697,Ilulissat,GL,69.22,-51.1,17.6,72,75,11.41,light shower snow
698,Tuktoyaktuk,CA,69.45,-133.04,5.0,84,90,2.24,fog
699,Port Alfred,ZA,-33.59,26.89,70.0,85,90,1.99,overcast clouds
700,Kita,ML,13.03,-9.49,78.4,20,17,4.76,few clouds
701,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
702,Saint Anthony,US,45.02,-93.22,18.0,56,1,9.17,clear sky
703,Hermanus,ZA,-34.42,19.23,64.0,93,7,2.15,clear sky
704,Fortuna,US,40.6,-124.16,55.0,93,75,16.11,broken clouds
705,Along,IN,28.17,94.77,48.02,77,3,1.68,clear sky
706,Airai,TL,-8.93,125.41,62.04,100,100,0.67,overcast clouds
707,Dikson,RU,73.51,80.55,-15.45,85,0,7.74,clear sky
708,Rikitea,PF,-23.12,-134.97,77.88,75,96,14.97,light rain
709,Ushuaia,AR,-54.8,-68.3,55.4,58,75,6.93,broken clouds
710,Kaitangata,NZ,-46.28,169.85,50.0,74,15,5.99,few clouds
711,Port Lincoln,AU,-34.73,135.87,66.78,69,0,10.2,extreme rain
712,Butaritari,KI,3.07,172.79,80.29,75,100,19.01,overcast clouds
713,Zyryanka,RU,65.75,150.85,-15.95,88,100,5.93,overcast clouds
714,Shimoda,JP,34.67,138.95,44.73,62,33,8.7,scattered clouds
715,Castro,BR,-24.79,-50.01,66.27,79,16,9.48,few clouds
716,Roma,US,43.21,-75.46,33.8,86,90,7.87,light snow
717,Tuktoyaktuk,CA,69.45,-133.04,5.0,84,90,2.24,fog
718,Yellowknife,CA,62.46,-114.35,5.0,84,90,2.24,light snow
719,Ushuaia,AR,-54.8,-68.3,55.4,58,75,6.93,broken clouds
720,Luderitz,NA,-26.65,15.16,60.8,82,0,23.04,clear sky
721,Dikson,RU,73.51,80.55,-15.45,85,0,7.74,clear sky
722,Port Lincoln,AU,-34.73,135.87,66.78,69,0,10.2,extreme rain
723,Muros,ES,42.78,-9.06,46.99,64,0,5.99,clear sky
724,Kysyl-Syr,RU,63.9,122.76,-30.28,84,100,3.38,overcast clouds
725,Hamilton,US,39.18,-84.53,18.0,67,90,14.99,overcast clouds
726,Fortuna,US,40.6,-124.16,55.0,93,75,16.11,broken clouds
727,Thompson,CA,55.74,-97.86,10.4,78,90,12.75,light snow
728,Nikolskoye,RU,59.7,30.79,26.6,86,90,6.71,light shower snow
729,Yuli,NG,9.7,10.27,73.78,23,0,8.39,clear sky
